日付,始値,高値,安値,終値
2022年03月04日 03:50,115.426,115.451,115.422,115.441
2022年03月04日 04:00,115.44,115.453,115.425,115.444
2022年03月04日 04:10,115.444,115.464,115.432,115.436
2022年03月04日 04:20,115.436,115.443,115.415,115.434
2022年03月04日 04:30,115.435,115.471,115.432,115.459
2022年03月04日 04:40,115.459,115.459,115.42,115.424
2022年03月04日 04:50,115.424,115.444,115.416,115.42
2022年03月04日 05:00,115.419,115.421,115.379,115.39
2022年03月04日 05:10,115.391,115.428,115.389,115.41
2022年03月04日 05:20,115.41,115.445,115.4,115.443
2022年03月04日 05:30,115.443,115.444,115.413,115.426
2022年03月04日 05:40,115.426,115.452,115.417,115.444
2022年03月04日 05:50,115.444,115.447,115.423,115.434
2022年03月04日 06:00,115.437,115.45,115.418,115.44
2022年03月04日 06:10,115.44,115.447,115.431,115.436
2022年03月04日 06:20,115.436,115.45,115.431,115.433
2022年03月04日 06:30,115.432,115.448,115.423,115.445
2022年03月04日 06:40,115.444,115.46,115.417,115.447
2022年03月04日 06:50,115.447,115.464,115.438,115.457
2022年03月04日 07:00,115.457,115.462,115.455,115.462
2022年03月04日 07:10,115.462,115.47,115.46,115.462
2022年03月04日 07:20,115.462,115.462,115.46,115.462
2022年03月04日 07:30,115.462,115.462,115.455,115.462
2022年03月04日 07:40,115.462,115.47,115.456,115.462
2022年03月04日 07:50,115.462,115.47,115.454,115.461
2022年03月04日 08:00,115.461,115.484,115.457,115.479
2022年03月04日 08:10,115.479,115.491,115.474,115.488
2022年03月04日 08:20,115.488,115.495,115.483,115.485
2022年03月04日 08:30,115.485,115.488,115.461,115.481
2022年03月04日 08:40,115.481,115.484,115.459,115.474
2022年03月04日 08:50,115.474,115.498,115.474,115.479
2022年03月04日 09:00,115.479,115.485,115.387,115.398
2022年03月04日 09:10,115.398,115.4,115.341,115.388
2022年03月04日 09:20,115.388,115.395,115.316,115.348
2022年03月04日 09:30,115.349,115.364,115.287,115.333
2022年03月04日 09:40,115.333,115.364,115.246,115.334
2022年03月04日 09:50,115.334,115.407,115.334,115.406
2022年03月04日 10:00,115.405,115.455,115.343,115.375
2022年03月04日 10:10,115.375,115.411,115.36,115.38
2022年03月04日 10:20,115.379,115.429,115.369,115.403
2022年03月04日 10:30,115.403,115.409,115.342,115.365
2022年03月04日 10:40,115.365,115.446,115.36,115.445
2022年03月04日 10:50,115.445,115.548,115.439,115.466
2022年03月04日 11:00,115.466,115.47,115.415,115.456
2022年03月04日 11:10,115.456,115.467,115.394,115.405
2022年03月04日 11:20,115.405,115.436,115.394,115.403
2022年03月04日 11:30,115.404,115.478,115.403,115.438
2022年03月04日 11:40,115.439,115.453,115.317,115.348
2022年03月04日 11:50,115.348,115.374,115.334,115.367
2022年03月04日 12:00,115.367,115.393,115.354,115.389
2022年03月04日 12:10,115.39,115.393,115.341,115.359
2022年03月04日 12:20,115.359,115.362,115.329,115.352
2022年03月04日 12:30,115.352,115.372,115.325,115.327
2022年03月04日 12:40,115.326,115.35,115.313,115.329
2022年03月04日 12:50,115.328,115.367,115.324,115.352
2022年03月04日 13:00,115.353,115.378,115.342,115.363
2022年03月04日 13:10,115.363,115.387,115.357,115.376
2022年03月04日 13:20,115.375,115.404,115.369,115.4
2022年03月04日 13:30,115.4,115.441,115.383,115.437
2022年03月04日 13:40,115.436,115.441,115.391,115.418
2022年03月04日 13:50,115.418,115.44,115.413,115.433
2022年03月04日 14:00,115.433,115.456,115.401,115.451
2022年03月04日 14:10,115.45,115.466,115.433,115.44
2022年03月04日 14:20,115.441,115.443,115.409,115.414
2022年03月04日 14:30,115.414,115.443,115.413,115.433
2022年03月04日 14:40,115.433,115.492,115.432,115.472
2022年03月04日 14:50,115.472,115.474,115.472,115.474
2022年03月04日 14:50,115.472,115.475,115.438,115.439
2022年03月04日 15:00,115.441,115.483,115.433,115.477
2022年03月04日 15:10,115.478,115.515,115.472,115.494
2022年03月04日 15:20,115.494,115.524,115.463,115.51
2022年03月04日 15:30,115.51,115.521,115.485,115.487
2022年03月04日 15:40,115.487,115.506,115.466,115.477
2022年03月04日 15:50,115.477,115.513,115.469,115.487
2022年03月04日 16:00,115.487,115.514,115.456,115.513
2022年03月04日 16:10,115.514,115.528,115.485,115.492
2022年03月04日 16:20,115.492,115.508,115.481,115.503
2022年03月04日 16:30,115.503,115.521,115.478,115.48
2022年03月04日 16:40,115.481,115.483,115.443,115.46
2022年03月04日 16:50,115.46,115.477,115.417,115.448
2022年03月04日 17:00,115.447,115.455,115.395,115.426
2022年03月04日 17:10,115.426,115.453,115.412,115.442
2022年03月04日 17:20,115.442,115.471,115.431,115.465
2022年03月04日 17:30,115.464,115.465,115.392,115.416
2022年03月04日 17:40,115.416,115.447,115.401,115.415
2022年03月04日 17:50,115.416,115.419,115.352,115.39
2022年03月04日 18:00,115.39,115.405,115.332,115.354
2022年03月04日 18:10,115.355,115.372,115.339,115.34
2022年03月04日 18:20,115.34,115.377,115.316,115.365
2022年03月04日 18:30,115.366,115.39,115.357,115.368
2022年03月04日 18:40,115.368,115.406,115.353,115.391
2022年03月04日 18:50,115.392,115.416,115.379,115.412
2022年03月04日 19:00,115.411,115.449,115.398,115.447
2022年03月04日 19:10,115.448,115.456,115.42,115.423
2022年03月04日 19:20,115.422,115.424,115.385,115.4
2022年03月04日 19:30,115.4,115.4,115.371,115.372
2022年03月04日 19:40,115.373,115.399,115.35,115.395
2022年03月04日 19:50,115.395,115.398,115.338,115.341
2022年03月04日 20:00,115.34,115.377,115.322,115.331
2022年03月04日 20:10,115.33,115.363,115.301,115.362
2022年03月04日 20:20,115.362,115.396,115.335,115.392
2022年03月04日 20:30,115.392,115.396,115.354,115.356
2022年03月04日 20:40,115.355,115.401,115.354,115.393
2022年03月04日 20:50,115.393,115.396,115.346,115.375
2022年03月04日 21:00,115.375,115.378,115.329,115.364
2022年03月04日 21:10,115.364,115.376,115.341,115.369
2022年03月04日 21:20,115.368,115.379,115.353,115.368
2022年03月04日 21:30,115.367,115.423,115.363,115.418
2022年03月04日 21:40,115.417,115.433,115.401,115.431
2022年03月04日 21:50,115.431,115.443,115.416,115.428
2022年03月04日 22:00,115.429,115.447,115.388,115.44
2022年03月04日 22:10,115.439,115.46,115.398,115.44
2022年03月04日 22:20,115.44,115.449,115.356,115.356
2022年03月04日 22:30,115.351,115.448,115.3,115.411
2022年03月04日 22:40,115.412,115.448,115.375,115.411
2022年03月04日 22:50,115.409,115.447,115.373,115.416
2022年03月04日 23:00,115.416,115.417,115.38,115.383
2022年03月04日 23:10,115.383,115.384,115.323,115.341
2022年03月04日 23:20,115.341,115.415,115.339,115.396
2022年03月04日 23:30,115.396,115.403,115.284,115.297
2022年03月04日 23:40,115.297,115.313,115.245,115.275
2022年03月04日 23:50,115.27,115.276,115.158,115.168
2022年03月05日 00:00,115.165,115.19,115.031,115.045
2022年03月05日 00:10,115.044,115.066,114.985,115.053
2022年03月05日 00:20,115.052,115.062,114.941,114.943
2022年03月05日 00:30,114.946,114.956,114.904,114.954
2022年03月05日 00:40,114.953,114.957,114.876,114.897
2022年03月05日 00:50,114.897,114.899,114.791,114.82
2022年03月05日 01:00,114.819,114.865,114.786,114.805
2022年03月05日 01:10,114.805,114.831,114.758,114.814
2022年03月05日 01:20,114.814,114.817,114.706,114.711
2022年03月05日 01:30,114.709,114.762,114.695,114.718
2022年03月05日 01:40,114.718,114.748,114.695,114.728
2022年03月05日 01:50,114.728,114.733,114.645,114.65
2022年03月05日 02:00,114.653,114.701,114.646,114.695
2022年03月05日 02:10,114.696,114.876,114.693,114.852
2022年03月05日 02:20,114.851,114.89,114.8,114.875
2022年03月05日 02:30,114.874,114.875,114.774,114.776
2022年03月05日 02:40,114.776,114.814,114.767,114.804
2022年03月05日 02:50,114.805,114.812,114.763,114.764
2022年03月05日 03:00,114.763,114.765,114.762,114.765
2022年03月05日 03:00,114.763,114.859,114.762,114.799
2022年03月05日 03:10,114.799,114.827,114.776,114.783
2022年03月05日 03:20,114.783,114.801,114.765,114.767
2022年03月05日 03:30,114.768,114.782,114.723,114.781
2022年03月05日 03:40,114.781,114.788,114.742,114.748
2022年03月05日 03:50,114.75,114.795,114.749,114.787
2022年03月05日 04:00,114.788,114.815,114.773,114.792
2022年03月05日 04:10,114.793,114.808,114.784,114.798
2022年03月05日 04:20,114.799,114.804,114.766,114.778
2022年03月05日 04:30,114.778,114.782,114.73,114.733
2022年03月05日 04:40,114.733,114.737,114.697,114.714
2022年03月05日 04:50,114.715,114.807,114.701,114.743
2022年03月05日 05:00,114.744,114.831,114.742,114.83
2022年03月05日 05:10,114.83,114.88,114.824,114.873
2022年03月05日 05:20,114.873,114.876,114.835,114.869
2022年03月05日 05:30,114.869,114.874,114.833,114.846
2022年03月05日 05:40,114.847,114.867,114.821,114.856
2022年03月05日 05:50,114.855,114.884,114.801,114.808
2022年03月05日 06:00,114.808,114.839,114.806,114.837
2022年03月05日 06:10,114.837,114.858,114.821,114.854
2022年03月05日 06:20,114.853,114.876,114.834,114.847
2022年03月05日 06:30,114.847,114.855,114.836,114.85
2022年03月05日 06:40,114.85,114.868,114.822,114.846
2022年03月05日 06:50,114.845,114.871,114.648,114.713
2022年03月07日 07:00,114.888,114.93,114.823,114.825
2022年03月07日 07:10,114.825,114.83,114.825,114.83
2022年03月07日 07:20,114.83,114.83,114.83,114.83
2022年03月07日 07:30,114.83,114.835,114.83,114.83
2022年03月07日 07:40,114.83,114.86,114.83,114.83
2022年03月07日 07:50,114.86,114.91,114.86,114.89
2022年03月07日 08:00,114.909,114.933,114.82,114.932
2022年03月07日 08:10,114.932,114.952,114.768,114.863
2022年03月07日 08:20,114.862,114.92,114.811,114.865
2022年03月07日 08:30,114.864,114.894,114.85,114.886
2022年03月07日 08:40,114.885,114.923,114.86,114.923
2022年03月07日 08:50,114.923,114.955,114.886,114.947
2022年03月07日 09:00,114.947,114.947,114.891,114.931
2022年03月07日 09:10,114.931,114.937,114.888,114.904
2022年03月07日 09:20,114.904,114.95,114.899,114.938
2022年03月07日 09:30,114.938,114.94,114.899,114.908
2022年03月07日 09:40,114.909,114.952,114.908,114.95
2022年03月07日 09:50,114.95,115.06,114.943,115.03
2022年03月07日 10:00,115.03,115.041,115.004,115.031
2022年03月07日 10:10,115.031,115.038,114.957,114.989
2022年03月07日 10:20,114.989,115.003,114.939,114.94
2022年03月07日 10:30,114.941,114.943,114.828,114.845
2022年03月07日 10:40,114.845,114.909,114.843,114.899
2022年03月07日 10:50,114.9,114.906,114.858,114.896
2022年03月07日 11:00,114.897,114.933,114.875,114.891
2022年03月07日 11:10,114.89,114.959,114.887,114.942
2022年03月07日 11:20,114.942,114.948,114.91,114.922
2022年03月07日 11:30,114.921,114.924,114.871,114.883
2022年03月07日 11:40,114.884,114.916,114.874,114.91
2022年03月07日 11:50,114.91,114.928,114.865,114.922
2022年03月07日 12:00,114.923,114.937,114.91,114.923
2022年03月07日 12:10,114.923,114.94,114.892,114.917
2022年03月07日 12:20,114.916,114.929,114.879,114.925
2022年03月07日 12:30,114.924,114.931,114.911,114.924
2022年03月07日 12:40,114.924,114.928,114.901,114.906
2022年03月07日 12:50,114.907,114.909,114.874,114.889
2022年03月07日 13:00,114.887,114.891,114.861,114.863
2022年03月07日 13:10,114.862,114.894,114.86,114.888
2022年03月07日 13:20,114.887,114.923,114.884,114.907
2022年03月07日 13:30,114.907,114.908,114.857,114.88
2022年03月07日 13:40,114.88,114.9,114.878,114.894
2022年03月07日 13:50,114.894,114.899,114.882,114.893
2022年03月07日 14:00,114.892,114.907,114.882,114.9
2022年03月07日 14:10,114.9,114.962,114.895,114.941
2022年03月07日 14:20,114.941,114.962,114.93,114.94
2022年03月07日 14:30,114.94,114.962,114.922,114.946
2022年03月07日 14:40,114.946,114.952,114.926,114.932
2022年03月07日 14:50,114.933,114.954,114.92,114.921
2022年03月07日 15:00,114.92,114.926,114.919,114.923
2022年03月07日 15:00,114.92,114.93,114.907,114.916
2022年03月07日 15:10,114.916,114.944,114.916,114.93
2022年03月07日 15:20,114.93,114.96,114.93,114.945
2022年03月07日 15:30,114.944,114.998,114.941,114.992
2022年03月07日 15:40,114.992,114.998,114.962,114.964
2022年03月07日 15:50,114.964,114.994,114.956,114.971
2022年03月07日 16:00,114.97,115.039,114.967,115.006
2022年03月07日 16:10,115.005,115.04,114.992,115.007
2022年03月07日 16:20,115.007,115.12,115.007,115.076
2022年03月07日 16:30,115.075,115.1,115.048,115.048
2022年03月07日 16:40,115.048,115.064,115.005,115.01
2022年03月07日 16:50,115.009,115.023,114.987,115.006
2022年03月07日 17:00,115.006,115.05,115.006,115.012
2022年03月07日 17:10,115.012,115.046,114.965,114.981
2022年03月07日 17:20,114.981,114.998,114.928,114.948
2022年03月07日 17:30,114.948,114.956,114.919,114.936
2022年03月07日 17:40,114.936,114.968,114.899,114.942
2022年03月07日 17:50,114.942,114.981,114.933,114.96
2022年03月07日 18:00,114.96,115.043,114.942,115.012
2022年03月07日 18:10,115.014,115.046,115.006,115.016
2022年03月07日 18:20,115.016,115.066,115.008,115.041
2022年03月07日 18:30,115.041,115.066,115.019,115.026
2022年03月07日 18:40,115.026,115.07,115.02,115.04
2022年03月07日 18:50,115.04,115.076,115.025,115.065
2022年03月07日 19:00,115.065,115.088,115.056,115.069
2022年03月07日 19:10,115.069,115.083,115.047,115.076
2022年03月07日 19:20,115.077,115.136,115.066,115.088
2022年03月07日 19:30,115.088,115.127,115.088,115.092
2022年03月07日 19:40,115.092,115.114,115.079,115.09
2022年03月07日 19:50,115.09,115.09,115.056,115.073
2022年03月07日 20:00,115.074,115.089,115.061,115.071
2022年03月07日 20:10,115.071,115.102,115.025,115.047
2022年03月07日 20:20,115.047,115.078,115.016,115.076
2022年03月07日 20:30,115.077,115.094,115.046,115.053
2022年03月07日 20:40,115.052,115.082,115.039,115.065
2022年03月07日 20:50,115.065,115.092,115.059,115.076
2022年03月07日 21:00,115.079,115.2,115.077,115.178
2022年03月07日 21:10,115.178,115.217,115.169,115.196
2022年03月07日 21:20,115.196,115.198,115.16,115.181
2022年03月07日 21:30,115.18,115.193,115.138,115.185
2022年03月07日 21:40,115.185,115.245,115.175,115.22
2022年03月07日 21:50,115.221,115.282,115.216,115.264
2022年03月07日 22:00,115.265,115.266,115.211,115.237
2022年03月07日 22:10,115.236,115.281,115.223,115.281
2022年03月07日 22:20,115.281,115.288,115.25,115.266
2022年03月07日 22:30,115.268,115.308,115.258,115.269
2022年03月07日 22:40,115.267,115.274,115.222,115.263
2022年03月07日 22:50,115.264,115.323,115.255,115.294
2022年03月07日 23:00,115.294,115.351,115.253,115.319
2022年03月07日 23:10,115.319,115.327,115.231,115.258
2022年03月07日 23:20,115.26,115.277,115.201,115.225
2022年03月07日 23:30,115.225,115.278,115.213,115.27
2022年03月07日 23:40,115.27,115.298,115.207,115.263
2022年03月07日 23:50,115.264,115.338,115.261,115.322
2022年03月08日 00:00,115.322,115.348,115.292,115.317
2022年03月08日 00:10,115.318,115.332,115.282,115.289
2022年03月08日 00:20,115.289,115.332,115.251,115.308
2022年03月08日 00:30,115.318,115.394,115.311,115.38
2022年03月08日 00:40,115.381,115.427,115.374,115.382
2022年03月08日 00:50,115.382,115.419,115.354,115.383
2022年03月08日 01:00,115.382,115.416,115.35,115.4
2022年03月08日 01:10,115.4,115.458,115.385,115.445
2022年03月08日 01:20,115.445,115.466,115.426,115.466
2022年03月08日 01:30,115.465,115.469,115.436,115.447
2022年03月08日 01:40,115.447,115.45,115.396,115.415
2022年03月08日 01:50,115.414,115.437,115.407,115.414
2022年03月08日 02:00,115.413,115.417,115.345,115.36
2022年03月08日 02:10,115.36,115.371,115.345,115.363
2022年03月08日 02:20,115.363,115.366,115.332,115.348
2022年03月08日 02:30,115.348,115.357,115.302,115.344
2022年03月08日 02:40,115.344,115.386,115.342,115.369
2022年03月08日 02:50,115.369,115.398,115.325,115.396
2022年03月08日 03:00,115.395,115.418,115.336,115.337
2022年03月08日 03:10,115.337,115.379,115.29,115.348
2022年03月08日 03:20,115.348,115.372,115.325,115.338
2022年03月08日 03:30,115.337,115.383,115.328,115.381
2022年03月08日 03:40,115.381,115.392,115.366,115.381
2022年03月08日 03:50,115.381,115.397,115.35,115.382
2022年03月08日 04:00,115.382,115.408,115.376,115.391
2022年03月08日 04:10,115.391,115.407,115.374,115.395
2022年03月08日 04:20,115.395,115.398,115.357,115.363
2022年03月08日 04:30,115.363,115.392,115.303,115.316
2022年03月08日 04:40,115.317,115.321,115.251,115.267
2022年03月08日 04:50,115.267,115.307,115.254,115.297
2022年03月08日 05:00,115.297,115.352,115.284,115.324
2022年03月08日 05:10,115.324,115.329,115.256,115.302
2022年03月08日 05:20,115.302,115.317,115.286,115.298
2022年03月08日 05:30,115.298,115.337,115.288,115.296
2022年03月08日 05:40,115.296,115.315,115.267,115.282
2022年03月08日 05:50,115.282,115.291,115.254,115.265
2022年03月08日 06:00,115.268,115.284,115.238,115.274
2022年03月08日 06:10,115.274,115.297,115.27,115.291
2022年03月08日 06:20,115.291,115.291,115.264,115.267
2022年03月08日 06:30,115.267,115.294,115.266,115.293
2022年03月08日 06:40,115.293,115.331,115.293,115.311
2022年03月08日 06:50,115.31,115.319,115.275,115.276
2022年03月08日 07:00,115.275,115.275,115.269,115.274
2022年03月08日 07:10,115.274,115.295,115.271,115.271
2022年03月08日 07:20,115.271,115.296,115.259,115.259
